,uv,humidity,temperature,timestamp,apparent_temperature,is_danger,time
64286176e7b6aa10049f6f43,0.02,81.0,28.7,2023-04-02 00:53:10.769,60.592545454545444,True,3190
642861b5dc77a710a31ae1d8,0.01,80.0,28.8,2023-04-02 00:54:13.123,60.344545454545454,True,3253
642861b5e7b6aa10049f6f44,0.01,80.0,28.8,2023-04-02 00:54:13.125,60.344545454545454,True,3253
642861f3dc77a710a31ae1d9,0.02,80.0,28.8,2023-04-02 00:55:15.477,60.344545454545454,True,3315
642861f3e7b6aa10049f6f45,0.02,80.0,28.8,2023-04-02 00:55:15.482,60.344545454545454,True,3315
64286231e7b6aa10049f6f46,0.02,80.0,28.8,2023-04-02 00:56:17.766,60.344545454545454,True,3377
64286231dc77a710a31ae1da,0.02,80.0,28.8,2023-04-02 00:56:17.766,60.344545454545454,True,3377
6428626fdc77a710a31ae1db,0.02,80.0,28.8,2023-04-02 00:57:19.560,60.344545454545454,True,3439
6428626fe7b6aa10049f6f47,0.02,80.0,28.8,2023-04-02 00:57:19.560,60.344545454545454,True,3439
642862addc77a710a31ae1dc,0.02,80.0,28.8,2023-04-02 00:58:21.918,60.344545454545454,True,3501
642862ade7b6aa10049f6f48,0.02,80.0,28.8,2023-04-02 00:58:21.920,60.344545454545454,True,3501
642862ecdc77a710a31ae1dd,0.02,80.0,28.9,2023-04-02 00:59:24.239,60.44454545454545,True,3564
642862ece7b6aa10049f6f49,0.02,80.0,28.9,2023-04-02 00:59:24.240,60.44454545454545,True,3564
6428632ae7b6aa10049f6f4a,0.02,79.0,29.0,2023-04-02 01:00:26.570,60.19654545454544,True,3626
6428632adc77a710a31ae1de,0.02,79.0,29.0,2023-04-02 01:00:26.570,60.19654545454544,True,3626
64286368dc77a710a31ae1df,0.02,80.0,29.0,2023-04-02 01:01:28.919,60.54454545454544,True,3688
64286368e7b6aa10049f6f4b,0.02,80.0,29.0,2023-04-02 01:01:28.921,60.54454545454544,True,3688
642863a6e7b6aa10049f6f4c,0.01,79.0,29.0,2023-04-02 01:02:30.597,60.19654545454544,True,3750
642863a6dc77a710a31ae1e0,0.01,79.0,29.0,2023-04-02 01:02:30.597,60.19654545454544,True,3750
642863e4e7b6aa10049f6f4d,0.02,79.0,29.0,2023-04-02 01:03:32.999,60.19654545454544,True,3812
642863e4dc77a710a31ae1e1,0.02,79.0,29.0,2023-04-02 01:03:32.999,60.19654545454544,True,3812
64286423dc77a710a31ae1e2,0.02,79.0,29.0,2023-04-02 01:04:35.232,60.19654545454544,True,3875
64286423e7b6aa10049f6f4e,0.02,79.0,29.0,2023-04-02 01:04:35.234,60.19654545454544,True,3875
64286461dc77a710a31ae1e3,0.02,79.0,29.0,2023-04-02 01:05:37.678,60.19654545454544,True,3937
64286461e7b6aa10049f6f4f,0.02,79.0,29.0,2023-04-02 01:05:37.679,60.19654545454544,True,3937
6428649fe7b6aa10049f6f50,0.02,79.0,29.1,2023-04-02 01:06:39.980,60.29654545454545,True,3999
6428649fdc77a710a31ae1e4,0.02,79.0,29.1,2023-04-02 01:06:39.980,60.29654545454545,True,3999
642864dee7b6aa10049f6f51,0.06,59.0,23.0,2023-04-02 01:07:42.357,47.23654545454545,False,4062
642864dedc77a710a31ae1e5,0.06,59.0,23.0,2023-04-02 01:07:42.357,47.23654545454545,False,4062
6428651cdc77a710a31ae1e6,0.02,79.0,29.1,2023-04-02 01:08:44.111,60.29654545454545,True,4124
6428651ce7b6aa10049f6f52,0.02,79.0,29.1,2023-04-02 01:08:44.111,60.29654545454545,True,4124
6428655adc77a710a31ae1e7,0.06,59.0,23.0,2023-04-02 01:09:46.425,47.23654545454545,False,4186
6428655ae7b6aa10049f6f53,0.06,59.0,23.0,2023-04-02 01:09:46.428,47.23654545454545,False,4186
64286598dc77a710a31ae1e8,0.06,59.0,23.0,2023-04-02 01:10:48.710,47.23654545454545,False,4248
64286598e7b6aa10049f6f54,0.06,59.0,23.0,2023-04-02 01:10:48.723,47.23654545454545,False,4248
642865d7dc77a710a31ae1e9,0.06,59.0,23.0,2023-04-02 01:11:51.071,47.23654545454545,False,4311
642865d7e7b6aa10049f6f55,0.06,59.0,23.0,2023-04-02 01:11:51.073,47.23654545454545,False,4311
64286615dc77a710a31ae1ea,0.02,79.0,29.1,2023-04-02 01:12:53.407,60.29654545454545,True,4373
64286615e7b6aa10049f6f56,0.02,79.0,29.1,2023-04-02 01:12:53.410,60.29654545454545,True,4373
64286653e7b6aa10049f6f57,0.02,79.0,29.1,2023-04-02 01:13:55.240,60.29654545454545,True,4435
64286653dc77a710a31ae1eb,0.02,79.0,29.1,2023-04-02 01:13:55.240,60.29654545454545,True,4435
64286691e7b6aa10049f6f58,0.02,79.0,29.1,2023-04-02 01:14:57.528,60.29654545454545,True,4497
64286691dc77a710a31ae1ec,0.02,79.0,29.1,2023-04-02 01:14:57.528,60.29654545454545,True,4497
642866cfe7b6aa10049f6f59,0.02,78.0,29.1,2023-04-02 01:15:59.919,59.94854545454545,False,4559
642866cfdc77a710a31ae1ed,0.02,78.0,29.1,2023-04-02 01:15:59.919,59.94854545454545,False,4559
6428670edc77a710a31ae1ee,0.02,79.0,29.1,2023-04-02 01:17:02.189,60.29654545454545,True,4622
6428670ee7b6aa10049f6f5a,0.02,79.0,29.1,2023-04-02 01:17:02.189,60.29654545454545,True,4622
6428674cdc77a710a31ae1ef,0.02,79.0,29.1,2023-04-02 01:18:04.534,60.29654545454545,True,4684
6428674ce7b6aa10049f6f5b,0.02,79.0,29.1,2023-04-02 01:18:04.537,60.29654545454545,True,4684
642867513e1386c38eccb35e,0.03,79.0,29.1,2023-04-02 01:18:08.245,60.29654545454545,True,4688
642867535a52f46ad1ec5bf4,0.02,79.0,29.1,2023-04-02 01:18:10.240,60.29654545454545,True,4690
6428678adc77a710a31ae1f0,0.02,79.0,29.1,2023-04-02 01:19:06.346,60.29654545454545,True,4746
6428678ae7b6aa10049f6f5c,0.02,79.0,29.1,2023-04-02 01:19:06.347,60.29654545454545,True,4746
642867c8dc77a710a31ae1f1,0.02,79.0,29.1,2023-04-02 01:20:08.673,60.29654545454545,True,4808
642867c8e7b6aa10049f6f5d,0.02,79.0,29.1,2023-04-02 01:20:08.676,60.29654545454545,True,4808
64286806dc77a710a31ae1f2,0.03,79.0,29.1,2023-04-02 01:21:10.986,60.29654545454545,True,4870
64286806e7b6aa10049f6f5e,0.03,79.0,29.1,2023-04-02 01:21:10.988,60.29654545454545,True,4870
64286846e7b6aa10049f6f5f,0.02,78.0,29.1,2023-04-02 01:22:13.356,59.94854545454545,False,4933
64286846dc77a710a31ae1f3,0.02,78.0,29.1,2023-04-02 01:22:13.356,59.94854545454545,False,4933
64286883e7b6aa10049f6f60,0.02,78.0,29.1,2023-04-02 01:23:15.676,59.94854545454545,False,4995
64286883dc77a710a31ae1f4,0.02,78.0,29.1,2023-04-02 01:23:15.676,59.94854545454545,False,4995
642868c1dc77a710a31ae1f5,0.02,78.0,29.1,2023-04-02 01:24:17.951,59.94854545454545,False,5057
642868c1e7b6aa10049f6f61,0.02,78.0,29.1,2023-04-02 01:24:17.951,59.94854545454545,False,5057
642868ffe7b6aa10049f6f62,0.02,78.0,29.2,2023-04-02 01:25:19.741,60.04854545454545,True,5119
642868ffdc77a710a31ae1f6,0.02,78.0,29.2,2023-04-02 01:25:19.741,60.04854545454545,True,5119
6428693ee7b6aa10049f6f63,0.02,78.0,29.2,2023-04-02 01:26:22.096,60.04854545454545,True,5182
6428693edc77a710a31ae1f7,0.02,78.0,29.2,2023-04-02 01:26:22.096,60.04854545454545,True,5182
6428697ce7b6aa10049f6f64,0.02,78.0,29.2,2023-04-02 01:27:24.431,60.04854545454545,True,5244
6428697cdc77a710a31ae1f8,0.02,78.0,29.2,2023-04-02 01:27:24.431,60.04854545454545,True,5244
642869badc77a710a31ae1f9,0.03,78.0,29.2,2023-04-02 01:28:26.754,60.04854545454545,True,5306
642869bae7b6aa10049f6f65,0.03,78.0,29.2,2023-04-02 01:28:26.754,60.04854545454545,True,5306
642869f9dc77a710a31ae1fa,0.03,78.0,29.3,2023-04-02 01:29:29.069,60.148545454545456,True,5369
642869f9e7b6aa10049f6f66,0.03,78.0,29.3,2023-04-02 01:29:29.072,60.148545454545456,True,5369
64286a36dc77a710a31ae1fb,0.02,78.0,29.3,2023-04-02 01:30:30.858,60.148545454545456,True,5430
64286a36e7b6aa10049f6f67,0.02,78.0,29.3,2023-04-02 01:30:30.858,60.148545454545456,True,5430
64286a75dc77a710a31ae1fc,0.02,78.0,29.3,2023-04-02 01:31:33.197,60.148545454545456,True,5493
64286a75e7b6aa10049f6f68,0.02,78.0,29.3,2023-04-02 01:31:33.197,60.148545454545456,True,5493
64286ab3dc77a710a31ae1fd,0.02,78.0,29.2,2023-04-02 01:32:35.544,60.04854545454545,True,5555
64286ab3e7b6aa10049f6f69,0.02,78.0,29.2,2023-04-02 01:32:35.552,60.04854545454545,True,5555
64286af1e7b6aa10049f6f6a,0.02,78.0,29.2,2023-04-02 01:33:37.876,60.04854545454545,True,5617
64286af1dc77a710a31ae1fe,0.02,78.0,29.2,2023-04-02 01:33:37.876,60.04854545454545,True,5617
64286b30dc77a710a31ae1ff,0.03,78.0,29.3,2023-04-02 01:34:40.162,60.148545454545456,True,5680
64286b30e7b6aa10049f6f6b,0.03,78.0,29.3,2023-04-02 01:34:40.166,60.148545454545456,True,5680
64286b6de7b6aa10049f6f6c,0.02,78.0,29.3,2023-04-02 01:35:41.966,60.148545454545456,True,5741
64286b6ddc77a710a31ae200,0.02,78.0,29.3,2023-04-02 01:35:41.965,60.148545454545456,True,5741
64286bacdc77a710a31ae201,0.03,78.0,29.3,2023-04-02 01:36:44.350,60.148545454545456,True,5804
64286bace7b6aa10049f6f6d,0.03,78.0,29.3,2023-04-02 01:36:44.354,60.148545454545456,True,5804
64286beadc77a710a31ae202,0.02,78.0,29.3,2023-04-02 01:37:46.620,60.148545454545456,True,5866
64286beae7b6aa10049f6f6e,0.02,78.0,29.3,2023-04-02 01:37:46.622,60.148545454545456,True,5866
64286c28dc77a710a31ae203,0.02,78.0,29.3,2023-04-02 01:38:48.989,60.148545454545456,True,5928
64286c28e7b6aa10049f6f6f,0.02,78.0,29.3,2023-04-02 01:38:48.990,60.148545454545456,True,5928
64286c67dc77a710a31ae204,0.02,78.0,29.3,2023-04-02 01:39:51.276,60.148545454545456,True,5991
64286c67e7b6aa10049f6f70,0.02,78.0,29.3,2023-04-02 01:39:51.279,60.148545454545456,True,5991
64286ca5e7b6aa10049f6f71,0.02,78.0,29.3,2023-04-02 01:40:53.640,60.148545454545456,True,6053
64286ca5dc77a710a31ae205,0.02,78.0,29.3,2023-04-02 01:40:53.639,60.148545454545456,True,6053
64286ce3dc77a710a31ae206,0.03,77.0,29.3,2023-04-02 01:41:55.401,59.80054545454546,False,6115
64286ce3e7b6aa10049f6f72,0.03,77.0,29.3,2023-04-02 01:41:55.409,59.80054545454546,False,6115
64286d21dc77a710a31ae207,0.02,78.0,29.3,2023-04-02 01:42:57.707,60.148545454545456,True,6177
64286d21e7b6aa10049f6f73,0.02,78.0,29.3,2023-04-02 01:42:57.713,60.148545454545456,True,6177
64286d60dc77a710a31ae208,0.02,78.0,29.3,2023-04-02 01:44:00.073,60.148545454545456,True,6240
64286d60e7b6aa10049f6f74,0.02,78.0,29.3,2023-04-02 01:44:00.073,60.148545454545456,True,6240
64286d9edc77a710a31ae209,0.02,78.0,29.4,2023-04-02 01:45:02.427,60.24854545454545,True,6302
64286d9ee7b6aa10049f6f75,0.02,78.0,29.4,2023-04-02 01:45:02.429,60.24854545454545,True,6302
64286dc38b534f9cf5022741,0.03,78.0,29.4,2023-04-02 01:45:38.226,60.24854545454545,True,6338
64286dc37651a2dda8a173ce,0.03,78.0,29.4,2023-04-02 01:45:38.226,60.24854545454545,True,6338
64286ddcdc77a710a31ae20a,0.02,78.0,29.4,2023-04-02 01:46:04.747,60.24854545454545,True,6364
64286ddce7b6aa10049f6f76,0.02,78.0,29.4,2023-04-02 01:46:04.748,60.24854545454545,True,6364
64286e1adc77a710a31ae20b,0.01,78.0,29.4,2023-04-02 01:47:06.529,60.24854545454545,True,6426
64286e1ae7b6aa10049f6f77,0.01,78.0,29.4,2023-04-02 01:47:06.530,60.24854545454545,True,6426
64286e58e7b6aa10049f6f78,0.02,78.0,29.4,2023-04-02 01:48:08.921,60.24854545454545,True,6488
64286e58dc77a710a31ae20c,0.02,78.0,29.4,2023-04-02 01:48:08.921,60.24854545454545,True,6488
64286e97e7b6aa10049f6f79,0.03,78.0,29.4,2023-04-02 01:49:11.215,60.24854545454545,True,6551
64286e97dc77a710a31ae20d,0.03,78.0,29.4,2023-04-02 01:49:11.215,60.24854545454545,True,6551
64286ed5dc77a710a31ae20e,0.02,77.0,29.4,2023-04-02 01:50:13.526,59.90054545454545,False,6613
64286ed5e7b6aa10049f6f7a,0.02,77.0,29.4,2023-04-02 01:50:13.531,59.90054545454545,False,6613
64286f13dc77a710a31ae20f,0.02,78.0,29.4,2023-04-02 01:51:15.819,60.24854545454545,True,6675
64286f13e7b6aa10049f6f7b,0.02,78.0,29.4,2023-04-02 01:51:15.849,60.24854545454545,True,6675
64286f51dc77a710a31ae210,0.03,78.0,29.4,2023-04-02 01:52:17.635,60.24854545454545,True,6737
64286f51e7b6aa10049f6f7c,0.03,78.0,29.4,2023-04-02 01:52:17.637,60.24854545454545,True,6737
64290e3551e31abd05aee1bc,0.41,72.0,24.2,2023-04-02 13:10:12.938,52.96054545454545,False,47412
64290e354387f2398888f8c1,0.41,72.0,24.2,2023-04-02 13:10:12.929,52.96054545454545,False,47412
64290f4c95b7330100626834,0.51,71.0,24.3,2023-04-02 13:14:51.538,52.71254545454545,False,47691
64290f4e54b3f7952bcde91f,0.51,71.0,24.3,2023-04-02 13:14:53.569,52.71254545454545,False,47693
6429110cef8e41327af5b485,0.38,71.0,24.5,2023-04-02 13:22:19.209,52.91254545454545,False,48139
6429110c04376e6d57f5579b,0.38,71.0,24.5,2023-04-02 13:22:19.214,52.91254545454545,False,48139
642911c8d50ef6b21d3a425a,0.09,71.0,24.5,2023-04-02 13:25:27.931,52.91254545454545,False,48327
642911c8c41995543438a934,0.09,71.0,24.5,2023-04-02 13:25:27.912,52.91254545454545,False,48327
